corp_code,corp_name,stock_code,business_year,fs_label,revenue_current,revenue_previous,op_current,op_previous,revenue_account_name,op_account_name,current_period_name,previous_period_name
01489648,솔브레인,357780,2024,연결재무제표,863356156458.0,844029122465.0,167948756594.0,133488376256.0,매출액,영업이익(손실),제 5 기,제 4 기
01489648,솔브레인,357780,2025,연결재무제표,923381966875.0,863356156458.0,133642405522.0,167948756594.0,매출액,영업이익,제 6 기,제 5 기
00247975,솔브레인홀딩스,036830,2023,연결재무제표,661555097819.0,565106276036.0,120961316226.0,73497317893.0,매출액 및 지분법손익,영업이익(손실),제 35 기,제 34 기
00247975,솔브레인홀딩스,036830,2024,연결재무제표,515379498506.0,661555097819.0,85313447432.0,120961316226.0,매출액 및 지분법손익,영업이익,제 36 기,제 35 기
00247975,솔브레인홀딩스,036830,2025,연결재무제표,556646781397.0,433749481738.0,8859913929.0,31810422475.0,매출액 및 지분법손익,영업이익,제 37 기,제 36 기
01050738,솔트룩스,304100,2023,연결재무제표,30828903129.0,30313561776.0,-9292178997.0,-1959183772.0,영업수익,영업이익(손실),제 43 기,제 42 기
01050738,솔트룩스,304100,2024,연결재무제표,45944417924.0,30828903129.0,-6631928392.0,-9292178997.0,영업수익,영업이익(손실),제 44 기,제 43 기
01050738,솔트룩스,304100,2025,연결재무제표,41635622271.0,45944417924.0,-8042487449.0,-6631928392.0,영업수익,영업이익(손실),제 45 기,제 44 기
01390399,솔트웨어,328380,2023,연결재무제표,49340647407.0,31349477155.0,-88856956.0,-613214891.0,매출액,영업이익(손실),제 5 기,제 4 기
01390399,솔트웨어,328380,2024,연결재무제표,57869530985.0,49340647407.0,-1709290119.0,-88856956.0,매출액,영업이익(손실),제 6 기,제 5 기
01390399,솔트웨어,328380,2025,연결재무제표,63674240726.0,57869530985.0,566164265.0,-1709290119.0,매출액,영업이익(손실),제 7 기,제 6 기
00134963,송원산업,004430,2023,연결재무제표,1029975000000.0,1329509000000.0,58469000000.0,185116000000.0,매출액,영업이익(손실),제 59 기,제 58 기
00134963,송원산업,004430,2024,연결재무제표,1070200000000.0,1029975000000.0,62814000000.0,58469000000.0,수익(매출액),영업이익,제 60 기,제 59 기
00134963,송원산업,004430,2025,연결재무제표,1039162000000.0,1070200000000.0,21845000000.0,62814000000.0,수익(매출액),영업이익,제 61 기,제 60 기
00303794,쇼박스,086980,2023,연결재무제표,40170208807.0,56684307302.0,-28295165725.0,-3194257528.0,매출액,영업이익,제 25 기,제 24 기
00303794,쇼박스,086980,2024,연결재무제표,93117572900.0,40170208807.0,24524420126.0,-28295165725.0,매출액,영업이익(손실),제 26 기,제 25 기
00303794,쇼박스,086980,2025,연결재무제표,62748042504.0,93117572900.0,-11651067244.0,24524420126.0,매출액,영업이익(손실),제 27 기,제 26 기
00135111,수산세보틱스,017550,2023,연결재무제표,226540510519.0,286296769359.0,16398431249.0,22598864801.0,매출액,영업이익,제 40 기,제 39 기
00135111,수산세보틱스,017550,2024,연결재무제표,197892248312.0,226540510519.0,12067922457.0,16398431249.0,매출액,영업이익,제 41 기,제 40 기
00135111,수산세보틱스,017550,2025,연결재무제표,229388263473.0,197892248312.0,18964316244.0,12067922457.0,수익(매출액),영업이익(손실),제 42 기,제 41 기
00577016,수산아이앤티,050960,2023,연결재무제표,23886469827.0,21815921863.0,6465621370.0,5988500969.0,영업수익,영업이익,제 26 기,제 25 기
00577016,수산아이앤티,050960,2024,별도재무제표,26671468809.0,23886469827.0,5669736256.0,6465621370.0,영업수익,영업이익,제 27 기,제 26 기
00577016,수산아이앤티,050960,2025,별도재무제표,30711816841.0,26671468809.0,5096939062.0,5669736256.0,영업수익,영업이익,제 28 기,제 27 기
00193328,수산인더스트리,126720,2023,연결재무제표,324740172778.0,303539437938.0,50231142470.0,50593944044.0,수익(매출액),영업이익(손실),제 41 기,제 40 기
00193328,수산인더스트리,126720,2024,연결재무제표,316791494897.0,324740172778.0,43499599612.0,50231142470.0,수익(매출액),영업이익(손실),제 42 기,제 41 기
00193328,수산인더스트리,126720,2025,연결재무제표,337655195254.0,316791494897.0,43079177203.0,43499599612.0,수익(매출액),영업이익(손실),제 43 기,제 42 기
00243979,수성웹툰,084180,2023,연결재무제표,41276921129.0,52344332244.0,-4094670678.0,-4322058163.0,수익(매출액),영업이익(손실),제 43 기,제 42 기
00243979,수성웹툰,084180,2024,연결재무제표,68604904843.0,41276921129.0,-307431976.0,-4094670678.0,수익(매출액),영업이익(손실),제 44 기,제 43 기
00243979,수성웹툰,084180,2025,연결재무제표,92774434022.0,54734930801.0,5213051449.0,-1243530334.0,수익(매출액),영업이익(손실),제 45 기,제 44 기
01063954,수젠텍,253840,2023,연결재무제표,7132305545.0,101399255833.0,-22758094888.0,24970549363.0,매출액,영업이익(손실),제 13 기,제 12 기
01063954,수젠텍,253840,2024,연결재무제표,10097082997.0,7132305545.0,-22021742938.0,-22758094888.0,매출액,영업이익(손실),제 14 기,제 13 기
01063954,수젠텍,253840,2025,연결재무제표,9416857906.0,10097082997.0,-18820144482.0,-22021742938.0,매출액,영업이익(손실),제 15 기,제 14 기
01012640,슈어소프트테크,298830,2023,연결재무제표,63289972389.0,43423820903.0,11472691041.0,9667508619.0,영업수익,영업이익(손실),제 22 기,제 21 기
01012640,슈어소프트테크,298830,2024,연결재무제표,88803218148.0,63289972389.0,7890549456.0,11472691041.0,영업수익,영업이익(손실),제 23 기,제 22 기
01012640,슈어소프트테크,298830,2025,연결재무제표,93937691086.0,88803218148.0,12600109809.0,7890549456.0,영업수익,영업이익(손실),제 24 기,제 23 기
01124653,슈프리마,236200,2023,연결재무제표,94630270174.0,89397131101.0,16661341796.0,17858985886.0,수익(매출액),영업이익(손실),제 9 기,제 8 기
01124653,슈프리마,236200,2024,연결재무제표,108231735860.0,94630270174.0,23285437816.0,16661341796.0,매출액,영업이익,제 10 기,제 9 기
01124653,슈프리마,236200,2025,연결재무제표,137302003098.0,108231735860.0,32744704137.0,23285437816.0,매출액,영업이익,제 11 기,제 10 기
00599957,슈프리마에이치큐,094840,2023,연결재무제표,20386641334.0,17325402965.0,-2677599728.0,3555599812.0,수익(매출액),영업이익(손실),제 24 기,제 23 기
00599957,슈프리마에이치큐,094840,2024,연결재무제표,20101969494.0,20386641334.0,2463666865.0,-2677599728.0,수익(매출액),영업이익(손실),제 25 기,제 24 기
00599957,슈프리마에이치큐,094840,2025,연결재무제표,21223018606.0,20101969494.0,3859090083.0,2463666865.0,매출액,영업이익,제 26 기,제 25 기
00917861,슈피겐코리아,192440,2023,연결재무제표,447398859445.0,445896426301.0,35316027360.0,51987480410.0,수익(매출액),영업이익(손실),제 15 기,제 14 기
00917861,슈피겐코리아,192440,2024,연결재무제표,465294035302.0,447398859445.0,21749189256.0,35316027360.0,수익(매출액),영업이익(손실),제 16 기,제 15 기
00917861,슈피겐코리아,192440,2025,연결재무제표,463698273567.0,465294035302.0,33213220412.0,21749189256.0,수익(매출액),영업이익,제 17 기,제 16 기
01555215,스마트레이더시스템,424960,2023,연결재무제표,4075934941.0,4024884536.0,-5372878506.0,-5515471027.0,수익(매출액),영업이익(손실),제 7 기,제 6 기
01555215,스마트레이더시스템,424960,2024,연결재무제표,4736694422.0,4075934941.0,-6755603570.0,-5372878506.0,매출액,영업이익(손실),제 8 기,제 7 기
01555215,스마트레이더시스템,424960,2025,연결재무제표,9397297026.0,4736694422.0,-5269843048.0,-6755603570.0,수익(매출액),영업이익(손실),제 9 기,제 8 기
00763358,스마트솔루션즈,136510,2023,연결재무제표,2680548119.0,11700288696.0,-5851976457.0,1734891546.0,수익(매출액),영업이익(손실),제 24 기,제 23 기
00763358,스마트솔루션즈,136510,2024,연결재무제표,4138378463.0,2680548119.0,-5596770163.0,-5851976457.0,수익(매출액),영업이익(손실),제 25 기,제 24 기
00763358,스마트솔루션즈,136510,2025,연결재무제표,2783742036.0,4138378463.0,-2879174220.0,-5596770163.0,수익(매출액),영업이익(손실),제 26 기,제 25 기
00580056,스맥,099440,2023,연결재무제표,176628631520.0,159473204075.0,22035848534.0,11745651889.0,매출액,영업이익,제 28 기,제 27 기
00580056,스맥,099440,2024,연결재무제표,201298944290.0,176628631520.0,23955100228.0,22035848534.0,매출액,영업이익,제 29 기,제 28 기
00580056,스맥,099440,2025,연결재무제표,153589636057.0,201298944290.0,-16809504557.0,23955100228.0,매출액,영업이익(손실),제 30 기,제 29 기
00301422,스모트로닉,066590,2023,연결재무제표,347995612773.0,325340615018.0,8384697540.0,3828724837.0,수익(매출액),영업이익(손실),제 29 기,제 28 기
00301422,스모트로닉,066590,2024,연결재무제표,354215329745.0,347995612773.0,9048785590.0,8384697540.0,수익(매출액),영업이익(손실),제 30 기,제 29 기
00301422,스모트로닉,066590,2025,연결재무제표,368608811121.0,354215329745.0,451203342.0,9048785590.0,수익(매출액),영업이익(손실),제 31 기,제 30 기
01290248,스코넥,276040,2023,연결재무제표,51462641.0,24756789.0,-6054392063.0,-4634920334.0,기타영업외수익,III.영업이익(손실),제 23 기,제 22 기
01290248,스코넥,276040,2024,연결재무제표,26072777.0,51300505.0,-7461334251.0,-5947587271.0,기타영업외수익,III.영업이익(손실),제 24 기,제 23 기
01290248,스코넥,276040,2025,연결재무제표,286895079.0,26072777.0,-12232805445.0,-7461334251.0,기타영업외수익,III.영업이익(손실),제 25 기,제 24 기
00373571,스타코링크,060240,2023,연결재무제표,10387748369.0,29086009233.0,-6086499713.0,-17568271181.0,수익(매출액),영업이익(손실),제 31 기,제 30 기
00373571,스타코링크,060240,2024,연결재무제표,13689816132.0,10387748369.0,-5499730863.0,-6086499713.0,매출액,영업이익(손실),제 32 기,제 31 기
00373571,스타코링크,060240,2025,연결재무제표,24780379700.0,13689816132.0,-5444084712.0,-5499730863.0,매출액,영업이익(손실),제 33 기,제 32 기
00405959,스타플렉스,115570,2023,연결재무제표,70700646378.0,104072501016.0,-3406826203.0,3963756222.0,수익(매출액),영업이익(손실),제 28 기,제 27 기
00405959,스타플렉스,115570,2024,연결재무제표,80150853762.0,70700646378.0,-157769219.0,-3406826203.0,수익(매출액),영업이익(손실),제 29 기,제 28 기
00405959,스타플렉스,115570,2025,연결재무제표,98655425592.0,80150853762.0,6566950723.0,-157769219.0,수익(매출액),영업이익(손실),제 30 기,제 29 기
01305249,스톤브릿지벤처스,330730,2023,별도재무제표,19002056584.0,29580726671.0,6440509588.0,7785826246.0,영업수익,영업이익(손실),제 7 기,제 6 기
01305249,스톤브릿지벤처스,330730,2024,별도재무제표,14175207477.0,19002056584.0,3373889240.0,6440509588.0,영업수익,영업이익(손실),제 8 기,제 7 기
01305249,스톤브릿지벤처스,330730,2025,별도재무제표,25549170407.0,14175207477.0,13461156317.0,3373889240.0,영업수익,영업이익(손실),제 9 기,제 8 기
01226270,스톰테크,352090,2023,별도재무제표,55161763218.0,51030670723.0,11654525617.0,11804290232.0,수익(매출액),영업이익(손실),제 25 기,제 24 기
01226270,스톰테크,352090,2024,연결재무제표,66914685956.0,55161763218.0,12423879987.0,11654525617.0,매출액,영업이익(손실),제 26 기,제 25 기
01226270,스톰테크,352090,2025,연결재무제표,69679394350.0,66914685956.0,11939381803.0,12423879987.0,매출액,영업이익(손실),제 27 기,제 26 기
01168684,스튜디오드래곤,253450,2023,연결재무제표,753145749935.0,697945822981.0,55871055692.0,65219473466.0,매출액,영업이익,제 8 기,제 7 기
01168684,스튜디오드래곤,253450,2024,연결재무제표,550080744350.0,753145749935.0,36393818100.0,55871055692.0,매출액,영업이익(손실),제 9 기,제 8 기
01168684,스튜디오드래곤,253450,2025,연결재무제표,530685384145.0,550080744350.0,30359009641.0,36393818100.0,수익(매출액),영업이익(손실),제 10 기,제 9 기
01139965,스튜디오미르,408900,2023,연결재무제표,23161814202.0,25781360550.0,861046653.0,3339855242.0,영업수익,영업이익(손실),제 14 기,제 13 기
01139965,스튜디오미르,408900,2024,연결재무제표,17570718243.0,23161814202.0,-1902218175.0,861046653.0,영업수익,영업이익(손실),제 15 기,제 14 기
01139965,스튜디오미르,408900,2025,연결재무제표,16391297221.0,17570718243.0,-2145865828.0,-1902218175.0,영업수익,영업이익(손실),제 16 기,제 15 기
01540815,스튜디오삼익,415380,2023,별도재무제표,95399010878.0,86585909893.0,2777920676.0,2396516104.0,수익(매출액),영업이익(손실),제 7 기,제 6 기
01540815,스튜디오삼익,415380,2024,별도재무제표,107928008994.0,95399010878.0,3988123144.0,2777920676.0,수익(매출액),영업이익(손실),제 8 기,제 7 기
01540815,스튜디오삼익,415380,2025,별도재무제표,95931078734.0,107928008994.0,2828880586.0,3988123144.0,수익(매출액),영업이익(손실),제 9 기,제 8 기
01370517,스트라드비젼,475040,2024,연결재무제표,11539392256.0,7171271925.0,-63875179774.0,-64903684157.0,수익(매출액),영업이익(손실),제 11 기,제 10 기
01370517,스트라드비젼,475040,2025,연결재무제표,18109229713.0,11539392256.0,-58595029759.0,-63875179774.0,영업수익,영업이익(손실),제 12 기,제 11 기
00117498,스틱인베스트먼트,026890,2023,연결재무제표,93760178861.0,60448538379.0,33098199451.0,10342871516.0,영업수익,영업이익,제 42 기,제 41 기
00117498,스틱인베스트먼트,026890,2024,연결재무제표,79465712795.0,93760178861.0,13418332276.0,33098199451.0,영업수익,영업이익,제 43 기,제 42 기
00117498,스틱인베스트먼트,026890,2025,연결재무제표,91217510708.0,79465712795.0,17184071250.0,13418332276.0,영업수익,영업이익,제 44 기,제 43 기
00136165,스페코,013810,2023,연결재무제표,22987862181.0,31079586548.0,-4148483505.0,-3766587275.0,매출액,영업이익(손실),제 45 기,제 44 기
00136165,스페코,013810,2024,연결재무제표,27191519908.0,22987862181.0,-5693400709.0,-4148483505.0,매출액,영업이익(손실),제 46 기,제 45 기
00136165,스페코,013810,2025,연결재무제표,37964956719.0,27191519908.0,-460595979.0,-5693400709.0,매출액,영업이익(손실),제 47 기,제 46 기
01336762,스피어,347700,2023,연결재무제표,3325344082.0,2818919837.0,-9591751526.0,-5609469055.0,영업수익,영업손실,제 12 기,제 11 기
01336762,스피어,347700,2024,연결재무제표,2557761611.0,1651462855.0,-6372865544.0,-9074497239.0,영업수익,영업손실,제 13 기,제 12 기
01336762,스피어,347700,2025,연결재무제표,95638566409.0,85428150956.0,9052274666.0,15177749687.0,매출액,영업이익(손실),제 14 기,제 13 기
00135467,승일,049830,2023,별도재무제표,141948416534.0,158939395096.0,597884268.0,1286649592.0,매출액,영업이익,제 45 기,제 44 기
00135467,승일,049830,2024,별도재무제표,144432917013.0,141948416534.0,2285444380.0,597884268.0,매출액,영업이익,제 46 기,제 45 기
00135467,승일,049830,2025,별도재무제표,141548185822.0,144432917013.0,2276369777.0,2285444380.0,매출액,영업이익,제 47 기,제 46 기
00170026,시공테크,020710,2023,연결재무제표,134871392216.0,100207500673.0,5608277410.0,-5203968932.0,매출,영업이익(손실),제 36 기,제 35 기
00170026,시공테크,020710,2024,연결재무제표,147145562711.0,134871392216.0,6430715556.0,5608277410.0,매출,영업이익(손실),제 37 기,제 36 기
00170026,시공테크,020710,2025,연결재무제표,168394146947.0,147145562711.0,15079911549.0,6430715556.0,수익(매출액),영업이익(손실),제 38 기,제 37 기
00158219,시그네틱스,033170,2023,연결재무제표,185484580200.0,287600045582.0,-14999228872.0,8884748083.0,수익(매출액),영업이익(손실),제 61 기,제 60 기
00158219,시그네틱스,033170,2024,연결재무제표,118150985037.0,185484580200.0,-25833789534.0,-14999228872.0,수익(매출액),영업이익(손실),제 62 기,제 61 기
00158219,시그네틱스,033170,2025,연결재무제표,103046699790.0,118150985037.0,-23831622389.0,-25833789534.0,수익(매출액),영업이익(손실),제 63 기,제 62 기
00475985,시너지이노베이션,048870,2023,연결재무제표,83214793566.0,86539071427.0,14984595606.0,22927197270.0,매출액,영업이익(손실),제 26 기,제 25 기
00475985,시너지이노베이션,048870,2024,연결재무제표,90605209448.0,83214793566.0,16109545847.0,14984595606.0,매출액,영업이익(손실),제 27 기,제 26 기
00475985,시너지이노베이션,048870,2025,연결재무제표,113050025181.0,90605209448.0,19163813549.0,16109545847.0,매출액,영업이익(손실),제 28 기,제 27 기
00203023,시노펙스,025320,2023,연결재무제표,262172878615.0,244769214357.0,24177306064.0,12861584537.0,매출액,영업이익,제 39 기,제 38 기
00203023,시노펙스,025320,2024,연결재무제표,238339306692.0,262172878615.0,21229402758.0,24177306064.0,매출액,영업이익(손실),제 40 기,제 39 기
00203023,시노펙스,025320,2025,연결재무제표,261537523873.0,238339306692.0,6758695228.0,21229402758.0,매출액,영업이익,제 41 기,제 40 기
00852087,시디즈,134790,2023,연결재무제표,200135778002.0,243320658371.0,-1927437377.0,40885780.0,매출액,영업이익(손실),제 14 기,제 13 기
00852087,시디즈,134790,2024,연결재무제표,208408238360.0,200135778002.0,-3363725188.0,-1927437377.0,매출액,영업이익(손실),제 15 기,제 14 기
00852087,시디즈,134790,2025,연결재무제표,195719724417.0,208408238360.0,-6682962310.0,-3363725188.0,매출액,영업이익(손실),제 16 기,제 15 기
01315042,시선AI,340810,2023,별도재무제표,14100761179.0,16807020347.0,-9771154270.0,-6337998299.0,매출액,영업이익(손실),제 14 기,제 13 기
01315042,시선AI,340810,2024,연결재무제표,14447002396.0,14100761179.0,-10440188251.0,-9771154270.0,매출액,영업이익(손실),제 15 기,제 14 기
01315042,시선AI,340810,2025,연결재무제표,13970253305.0,14447002396.0,-11271052457.0,-10440188251.0,매출액,영업이익(손실),제 16 기,제 15 기
01101722,시스네오텍,226440,2023,연결재무제표,11214790346.0,27680229422.0,-12280587543.0,-12834216034.0,매출액,영업이익,제 9 기,제 8 기
01101722,시스네오텍,226440,2024,연결재무제표,6828191337.0,7380625036.0,-3759249862.0,-9048428684.0,매출액,영업이익,제 10 기,제 9 기
01101722,시스네오텍,226440,2025,별도재무제표,25405268539.0,6828191337.0,2226109520.0,-3759249862.0,매출액,영업이익,제 11 기,제 10 기
01188378,시스웍,269620,2023,연결재무제표,14496957782.0,26538567314.0,-2995920216.0,-38747592.0,매출액,영업이익(손실),제 20 기,제 19 기
01188378,시스웍,269620,2024,연결재무제표,12863193552.0,14496957782.0,-1840730986.0,-2995920216.0,매출액,영업이익(손실),제 21 기,제 20 기
01188378,시스웍,269620,2025,연결재무제표,11033617511.0,12863193552.0,-2569907083.0,-1840730986.0,매출액,영업이익(손실),제 22 기,제 21 기
00148984,시알홀딩스,000480,2023,연결재무제표,816904445534.0,798039613255.0,39415273348.0,22597868685.0,매출액,영업이익(손실),제 76 기,제 75 기
00148984,시알홀딩스,000480,2024,연결재무제표,810831515000.0,816904445000.0,17438364000.0,39415273000.0,매출액,영업이익(손실),제 77 기,제 76 기
00148984,시알홀딩스,000480,2025,연결재무제표,827752427000.0,810831515000.0,27823631000.0,17438364000.0,매출액,영업이익(손실),제 78 기,제 77 기
00346610,시지메드텍,056090,2023,연결재무제표,34968541350.0,41168961921.0,-1622255971.0,424014690.0,매출액,영업이익(손실),제 27 기,제 26 기
00346610,시지메드텍,056090,2024,연결재무제표,34622756083.0,34968541350.0,-1116337752.0,-1622255971.0,매출액,영업이익(손실),제 28 기,제 27 기
00346610,시지메드텍,056090,2025,연결재무제표,47234945024.0,34622756083.0,3814388241.0,-1116337752.0,매출액,영업이익(손실),제 29 기,제 28 기
01284751,시지트로닉스,429270,2023,별도재무제표,12513645275.0,14521214328.0,-5442515302.0,-4846781071.0,매출액,영업이익(손실),제 16 기,제 15 기
01284751,시지트로닉스,429270,2024,별도재무제표,12172663876.0,12513645275.0,-6285180565.0,-5442515302.0,매출액,영업이익(손실),제 17 기,제 16 기
01284751,시지트로닉스,429270,2025,별도재무제표,12748957402.0,12172663876.0,-7585557629.0,-6285180565.0,매출액,영업이익(손실),제 18 기,제 17 기
01579570,시큐레터,418250,2023,별도재무제표,2143877357.0,2542390024.0,-5914101807.0,-5801838918.0,수익(매출액),영업이익(손실),제 9 기,제 8 기
01579570,시큐레터,418250,2024,별도재무제표,1411766617.0,2173321638.0,-7263579966.0,-5884657526.0,수익(매출액),영업이익(손실),제 10 기,제 9 기
01579570,시큐레터,418250,2025,별도재무제표,1168573306.0,1411766617.0,-4286950415.0,-7263579966.0,수익(매출액),영업이익(손실),제 11 기,제 10 기
00402110,시큐브,131090,2023,별도재무제표,14445671814.0,13702794762.0,4453118488.0,5304365069.0,수익(매출액),영업이익(손실),제 24 기,제 23 기
00402110,시큐브,131090,2024,별도재무제표,12075656393.0,14445671814.0,3420835998.0,4453118488.0,수익(매출액),영업이익(손실),제 25 기,제 24 기
00402110,시큐브,131090,2025,별도재무제표,13438054169.0,12075656393.0,4313922657.0,3420835998.0,매출액,영업이익(손실),제 26 기,제 25 기
01384787,시프트업,462870,2024,별도재무제표,224084645616.0,168594168364.0,152676273166.0,111062581629.0,영업수익,영업이익,제 12 기,제 11 기
01384787,시프트업,462870,2025,연결재무제표,294545937439.0,224084645616.0,181417657557.0,152676273166.0,영업수익,영업이익,제 13 기,제 12 기
00135777,신대양제지,016590,2023,연결재무제표,645359891647.0,676402223828.0,58513877508.0,50861766330.0,매출액,영업이익,제 42 기,제 41 기
00135777,신대양제지,016590,2024,연결재무제표,658502364521.0,645359891647.0,29284139868.0,58513877508.0,매출액,영업이익,제 43 기,제 42 기
00135777,신대양제지,016590,2025,연결재무제표,639529019559.0,658502364521.0,22240505362.0,29284139868.0,수익(매출액),영업이익,제 44 기,제 43 기
00961570,신도기연,290520,2023,연결재무제표,20754838406.0,21815309134.0,-2511118560.0,-3733139816.0,매출액,영업손실,제 24 기,제 23 기
00961570,신도기연,290520,2024,연결재무제표,10597641707.0,20754838406.0,-4096312646.0,-2511118560.0,매출액,영업이익(손실),제 25 기,제 24 기
00961570,신도기연,290520,2025,연결재무제표,31923243012.0,10597641707.0,1807614008.0,-4096312646.0,매출액,영업이익(손실),제 26 기,제 25 기
00135795,신도리코,029530,2023,연결재무제표,395823115252.0,378186827805.0,25334080155.0,-2209596552.0,수익(매출액),영업이익(손실),제 64 기,제 63 기
00135795,신도리코,029530,2024,연결재무제표,340994882503.0,402553029898.0,20156744960.0,30109355962.0,매출액,영업이익,제 65 기,제 64 기
00135795,신도리코,029530,2025,연결재무제표,317327883419.0,340994882503.0,6247695108.0,20156744960.0,매출액,영업이익,제 66 기,제 65 기
00135962,신라교역,004970,2023,연결재무제표,434185755533.0,432649280569.0,13925633567.0,14467242991.0,수익(매출액),영업이익,제 57 기,제 56 기
00135962,신라교역,004970,2024,연결재무제표,496120565456.0,434185755533.0,16438800579.0,13925633567.0,수익(매출액),영업이익(손실),제 58 기,제 57 기
00135962,신라교역,004970,2025,연결재무제표,454741129091.0,470510573950.0,-1566075725.0,16823878669.0,수익(매출액),영업이익(손실),제 59 기,제 58 기
00135999,신라섬유,001000,2023,별도재무제표,3777530598.0,4429624973.0,391543799.0,464547764.0,수익(매출액),영업이익(손실),제 48 기,제 47 기
00135999,신라섬유,001000,2024,별도재무제표,3669468488.0,3777530598.0,416940298.0,391543799.0,수익(매출액),영업이익(손실),제 49 기,제 48 기
00135999,신라섬유,001000,2025,별도재무제표,3590565852.0,3669468488.0,487816030.0,416940298.0,수익(매출액),영업이익(손실),제 50 기,제 49 기
00136004,신라에스지,025870,2023,연결재무제표,88377059730.0,73421934268.0,1688008975.0,2252248416.0,매출액,영업이익,제 47 기,제 46 기
00136004,신라에스지,025870,2024,연결재무제표,85618791494.0,88377059730.0,1148170505.0,1688008975.0,매출액,영업이익,제 48 기,제 47 기
00136004,신라에스지,025870,2025,연결재무제표,70037103949.0,85618791494.0,-1555191664.0,1148170505.0,매출액,영업이익(손실),제 49 기,제 48 기
00919966,신라젠,215600,2023,연결재무제표,3939558696.0,5013362991.0,-21345852210.0,-24476247012.0,영업수익,영업손실,제 18 기,제 17 기
00919966,신라젠,215600,2024,연결재무제표,3926654280.0,3939558696.0,-26768169823.0,-21345852210.0,영업수익,영업손실,제 19 기,제 18 기
00919966,신라젠,215600,2025,연결재무제표,9225416503.0,3926654280.0,-25587648216.0,-26768169823.0,영업수익,영업이익(손실),제 20 기,제 19 기
00136226,신성델타테크,065350,2023,연결재무제표,833704098779.0,793424019846.0,29867445100.0,32055395246.0,수익(매출액),영업이익(손실),제 37 기,제 36 기
00136226,신성델타테크,065350,2024,연결재무제표,909722446409.0,833704098779.0,27176239810.0,29867445100.0,수익(매출액),영업이익(손실),제 38 기,제 37 기
00136226,신성델타테크,065350,2025,연결재무제표,945363793218.0,881982008853.0,27689928290.0,26466732671.0,수익(매출액),영업이익(손실),제 39 기,제 38 기
00761183,신성에스티,416180,2023,연결재무제표,124673269789.0,106505634411.0,8372804515.0,7893242769.0,수익(매출액),영업이익(손실),제 20 기,제 19 기
00761183,신성에스티,416180,2024,연결재무제표,127027520143.0,124673269789.0,8805097417.0,8372804515.0,수익(매출액),영업이익(손실),제 21 기,제 20 기
00761183,신성에스티,416180,2025,연결재무제표,116912967727.0,127027520143.0,2270544742.0,8805097417.0,수익(매출액),영업이익(손실),제 22 기,제 21 기
00136271,신성이엔지,011930,2023,연결재무제표,576519652360.0,664143679914.0,7357387392.0,21021027961.0,수익(매출액),영업이익(손실),제 45 기,제 44 기
00136271,신성이엔지,011930,2024,연결재무제표,582301298381.0,576519652360.0,4991741264.0,7357387392.0,수익(매출액),영업이익(손실),제 46 기,제 45 기
00136271,신성이엔지,011930,2025,연결재무제표,567454391304.0,582301298381.0,1281312264.0,4991741264.0,수익(매출액),영업이익(손실),제 47 기,제 46 기
00136341,신성통상,005390,2023,연결재무제표,1542577088968.0,1465811234211.0,144094934645.0,139903882685.0,수익(매출액),영업이익(손실),제 56 기,제 55 기
00136341,신성통상,005390,2024,연결재무제표,1507869284122.0,1542577088968.0,121791701728.0,143660896560.0,수익(매출액),영업이익(손실),제 57 기,제 56 기
00136341,신성통상,005390,2025,연결재무제표,1476972318390.0,1507869284122.0,74488038737.0,121791701728.0,매출액,영업이익,제 58 기,제 57 기
00136378,신세계,004170,2023,연결재무제표,6357088542148.0,7812755198909.0,639780613579.0,645448993543.0,매출액,영업이익(손실),제 67 기,제 66 기
00136378,신세계,004170,2024,연결재무제표,6570412728809.0,6357088542148.0,477024306786.0,639780613579.0,매출액,영업이익(손실),제 68 기,제 67 기
00136378,신세계,004170,2025,연결재무제표,6929498818333.0,6570412728809.0,479961762138.0,477024306786.0,매출액,영업이익(손실),제 69 기,제 68 기
00219486,신세계I&C,035510,2023,연결재무제표,618922936014.0,596870394817.0,39957882041.0,37528514949.0,수익(매출액),영업이익(손실),제 27 기,제 26 기
00219486,신세계I&C,035510,2024,연결재무제표,625716262145.0,618922936014.0,36953168486.0,39957882041.0,수익(매출액),영업이익(손실),제 28 기,제 27 기
00219486,신세계I&C,035510,2025,연결재무제표,687200163879.0,625716262145.0,49113030897.0,36953168486.0,수익(매출액),영업이익(손실),제 29 기,제 28 기
00217947,신세계건설,034300,2023,연결재무제표,1502628133685.0,1432384948018.0,-187816502373.0,-12042239735.0,매출액,영업이익(손실),제 33 기,제 32 기
00217947,신세계건설,034300,2024,연결재무제표,954969919960.0,1415436944084.0,-134050573266.0,-193499425773.0,매출액,영업손실,제 34 기,제 33 기
00217947,신세계건설,034300,2025,연결재무제표,1087621328274.0,954969919960.0,-198352365259.0,-134050573266.0,매출액,영업손실,제 35 기,제 34 기
00234412,신세계인터내셔날,031430,2023,연결재무제표,1354327166187.0,1553877316519.0,48733428811.0,115270511523.0,매출액,영업이익,제 28 기,제 27 기
00234412,신세계인터내셔날,031430,2024,연결재무제표,1308633993458.0,1354327166187.0,26839827864.0,48733428811.0,수익(매출액),영업이익(손실),제 29 기,제 28 기
00234412,신세계인터내셔날,031430,2025,연결재무제표,1109969262713.0,1073588325694.0,-11496780963.0,7241101443.0,수익(매출액),영업이익(손실),제 30 기,제 29 기
